,Name,Type,Location,Price,Price Category
870,Fengshan Cedar RN - Litter Picking Exercise 27 March 2025,Social & Community Events,Fengshan Cedar RN,0.0,Free
871,Fengshan Cedar RN - Zumba Gold March 2025 (HPB),Social & Community Events,Fengshan Cedar RN,0.0,Free
872,[April 2025] Happy Program,Social & Community Events,Fengshan Maple RN,0.0,Free
873,[August 2025] Happy Program,Social & Community Events,Fengshan Maple RN,0.0,Free
874,[December 2025] Happy Program,Social & Community Events,Fengshan Maple RN,0.0,Free
875,[July 2025] Happy Program,Social & Community Events,Fengshan Maple RN,0.0,Free
876,[June 2025] Happy Program,Social & Community Events,Fengshan Maple RN,0.0,Free
877,[March 2025] Happy Program,Social & Community Events,Fengshan Maple RN,0.0,Free
878,[May 2025] Happy Program,Social & Community Events,Fengshan Maple RN,0.0,Free
879,[November 2025] Happy Program,Social & Community Events,Fengshan Maple RN,0.0,Free
880,[October 2025] Happy Program,Social & Community Events,Fengshan Maple RN,0.0,Free
881,[September 2025] Happy Program,Social & Community Events,Fengshan Maple RN,0.0,Free
882,Fengshan Mulberry - SG Clean and Green Day on 13 April 2025,Social & Community Events,Fengshan Mulberry RN,0.0,Free
883,Fengshan Pine RN: SG Clean and Green Day on 13 April 2025,Social & Community Events,Fengshan Pine RN,0.0,Free
884,[Fengshan AAC/SCEC x Fengshan Rosewood RN - 2025] Wellness Interchange - 29 March 2025,Social & Community Events,Fengshan Rosewood RN,0.0,Free
885,"Ang Mo Kio GRC, Kebun Baru & Yio Chu Kang SMCs Table Tennis Tournament 2025 (Fernvale)",Social & Community Events,Fernvale CC,40.0,$
886,Ballet - Primary Level (Fernvale),Workshops & Classes,Fernvale CC,~57.5,$$
887,Cakemaking (Fernvale),Food & Beverage,Fernvale CC,~45.0,$
888,Cardio Mix ® (HealthierSG),Fitness & Wellness,Fernvale CC,~115.0,$$$
889,Chill Lah! Fernvale Family Carnival 2025,Social & Community Events,Fernvale CC,5.0,$
890,Crochet & Knitting (Stage I),Workshops & Classes,Fernvale CC,~67.5,$$
891,Fernvale CC IAEC - Holi@Fernvale (Festival of Colour 2025),Social & Community Events,Fernvale CC,~14.5,$
892,Fernvale CC SCEC - Dance IG (19 March),Social & Community Events,Fernvale CC,0.0,Free
893,Fernvale CC SCEC - Dance IG (26 March),Social & Community Events,Fernvale CC,0.0,Free
894,Fernvale CSN - Labrador Nature & Coastal Walk,Social & Community Events,Fernvale CC,5.0,$
895,Fernvale PACF Soccer Clinic,Social & Community Events,Fernvale CC,0.0,Free
896,Fernvale Youth Network - Kayak N Klean,Social & Community Events,Fernvale CC,8.0,$
897,Hatha Yoga (Elementary) (HealthierSG),Fitness & Wellness,Fernvale CC,~95.0,$$
898,Karate (HealthierSG),Fitness & Wellness,Fernvale CC,~105.0,$$$
899,Line Dance (Adult) - Intermediate (HealthierSG),Workshops & Classes,Fernvale CC,~65.0,$$
900,Lowrey Piano (Grade 1A),Workshops & Classes,Fernvale CC,324.0,$$$
901,Lowrey Piano (Grade 2A),Workshops & Classes,Fernvale CC,356.0,$$$
902,Pilates - Matwork for Beginners (HealthierSG),Fitness & Wellness,Fernvale CC,~105.0,$$$
903,Taekwondo Bootcamp,Social & Community Events,Fernvale CC,60.0,$$
904,Variety Baking Workshop for Adults,Food & Beverage,Fernvale CC,~45.0,$
905,Variety Cooking Workshop for Adults,Food & Beverage,Fernvale CC,~55.0,$$
906,Yin Yoga (HealthierSG),Fitness & Wellness,Fernvale CC,~89.0,$$
907,Yoga Burn (HealthierSG),Fitness & Wellness,Fernvale CC,~95.0,$$
908,Yoga Core (HealthierSG),Fitness & Wellness,Fernvale CC,~95.0,$$
909,Zumba® Fitness (HealthierSG),Fitness & Wellness,Fernvale CC,~52.5,$$
910,Fernvale Riverfront RN - 1 Day Candle Making Workshop,Workshops & Classes,Fernvale Riverfront RN,30.0,$
911,Taekwondo (Singapore Taekwondo Federation) (HealthierSG),Fitness & Wellness,Fernvale Zone A RN,80.0,$$
912,[Fernvale Zone B RN] Trial Class - Zumba Gold,Workshops & Classes,Fernvale Zone B RN,0.0,Free
913,[Fernvale Zone B RN] Trial Class - Zumba Kids,Workshops & Classes,Fernvale Zone B RN,0.0,Free
914,Fernvale Zone C RN - Molly Bus @ 432A (30 March 2025),Social & Community Events,Fernvale Zone C RN,0.0,Free
915,Fernvale Zone C RN Ezi-Cash-For-Trash @ Blk 432B (22 March 2025),Social & Community Events,Fernvale Zone C RN,0.0,Free
916,Fernvale Zone D RN - Brick Art Interest Group,Social & Community Events,Fernvale Zone D RN,0.0,Free
917,Taekwondo (Singapore Taekwondo Federation) (HealthierSG),Fitness & Wellness,Fernvale Zone D RN,60.0,$$
918,Fernvale Zone E RN - School Holiday Upcycling Workshop,Workshops & Classes,Fernvale Zone E RN,2.0,$
919,Children's Art (Fernvale),Workshops & Classes,Fernvale Zone F RN,~162.5,$$$
920,Recreational Karaoke Dialect Singing (Cantonese),Workshops & Classes,Fernvale Zone G RN,85.0,$$
921,Fernvale Zone I RN - New Hyundai Factory Tour (G1),Social & Community Events,Fernvale Zone I RN,3.0,$
922,Fernvale Zone I RN - New Hyundai Factory Tour (G2),Social & Community Events,Fernvale Zone I RN,3.0,$
923,Inline Skating (Beginners) (HealthierSG),Fitness & Wellness,Fernvale Zone I RN,120.0,$$$
924,Fernvale Zone K RN - Police Heritage Centre & PUB Sustainable Gallery Tour,Social & Community Events,Fernvale Zone K RN,0.0,Free
925,Fernvale Zone K RN - Upcycling workshop,Workshops & Classes,Fernvale Zone K RN,0.0,Free
926,[FNC] House Visit at Avila Gardens,Social & Community Events,Flora NC,0.0,Free
927,Fruit Party @ Azalea Park,Social & Community Events,Flora NC,0.0,Free
928,The Gale CPR/AED Workshop,Workshops & Classes,Flora NC,0.0,Free
929,Nanyang Value Deal for Westwood Residences,Social & Community Events,Floravale-Westwood Residences RN,1.0,$
930,Fort Canning Park,Outdoor & Nature,"Fort Canning Park is bounded by Hill Street, Canning Rise, Clemenceau Avenue and River Valley Road",0.0,Free
931,Fun with Keyboard,Workshops & Classes,Gateway View RN,~225.0,$$$
932,Hatha Yoga (Elementary) (HealthierSG),Fitness & Wellness,Gateway View RN,110.0,$$$
933,Inline Skating (Beginners) (HealthierSG),Fitness & Wellness,Gateway View RN,100.0,$$
934,GPC Porridge Distribution: 15/03/2025,Social & Community Events,Gek Poh Central RN,0.0,Free
935,Inline Skating (Intermediate) (HealthierSG),Fitness & Wellness,Gek Poh Central RN,~105.0,$$$
936,Krav Maga Self-Defense (HealthierSG),Fitness & Wellness,Gek Poh Central RN,~65.0,$$
937,Taekwondo (Singapore Taekwondo Federation) (HealthierSG),Fitness & Wellness,Gek Poh North RN,~94.5,$$
938,Aikido (HealthierSG) (Gek Poh Ville),Fitness & Wellness,Gek Poh Ville CC,~112.0,$$$
939,Ayer Rajah-Gek Poh - Indian Food Delights - Poori with Chana Masala & Potato Curry,Social & Community Events,Gek Poh Ville CC,5.0,$
940,"Gek Poh Ville CC Mother's Day Celebration 2025: Honouring Moms, Pampering kids!",Social & Community Events,Gek Poh Ville CC,5.0,$
941,Guitar Pop (Intermediate),Workshops & Classes,Gek Poh Ville CC,~100.0,$$
942,Guzheng (Adult) - Intermediate,Workshops & Classes,Gek Poh Ville CC,~185.0,$$$
943,Hatha Yoga (Advanced) (HealthierSG),Fitness & Wellness,Gek Poh Ville CC,~80.0,$$
944,Hatha Yoga (Elementary) (HealthierSG),Fitness & Wellness,Gek Poh Ville CC,~52.5,$$
945,Hatha Yoga (Intermediate) (HealthierSG),Fitness & Wellness,Gek Poh Ville CC,~65.0,$$
946,Social Dance (Adult) - Elementary (HealthierSG),Workshops & Classes,Gek Poh Ville CC,~80.0,$$
947,Recreational Karaoke Pop Singing (Mandarin),Workshops & Classes,Geylang East Grove RN,80.0,$$
948,Ballroom Modern (Adult) - Elementary (HealthierSG) (Geylang Serai),Workshops & Classes,Geylang Serai CC,~120.0,$$$
949,Ballroom Modern (Adult) - Intermediate (HealthierSG) (Geylang Serai),Workshops & Classes,Geylang Serai CC,~135.0,$$$
950,Cakemaking (Geylang Serai),Food & Beverage,Geylang Serai CC,~45.0,$
951,Capteh Showdown 2025,Social & Community Events,Geylang Serai CC,15.0,$
952,Chinese Restaurant Cooking Workshop,Food & Beverage,Geylang Serai CC,~125.0,$$$
953,GSCC WEC Line Dance Jam SSK 14/3/25,Social & Community Events,Geylang Serai CC,5.0,$
954,GSCC WEC Line Dance Jam SSK 16/3/25,Social & Community Events,Geylang Serai CC,5.0,$
955,Hatha Yoga (Elementary) (HealthierSG),Fitness & Wellness,Geylang Serai CC,~80.0,$$
956,Recreational Folk Dance (Elementary) (HealthierSG),Workshops & Classes,Geylang Serai CC,~45.0,$
957,Recreational Karaoke Pop Singing (Mandarin),Workshops & Classes,Geylang Serai CC,~113.0,$$$
958,Variety Cooking Workshop for Adults,Food & Beverage,Geylang Serai CC,~55.0,$$
959,(GWWEC) SIP Shake & Create: Koi Bubble Tea Experience,Social & Community Events,Geylang West CC,30.0,$
960,GW SCEC - Retro Night into 60's,Social & Community Events,Geylang West CC,10.0,$
961,GWWEC: International Women Day - Line Dance Tea Party,Social & Community Events,Geylang West CC,5.0,$
962,Hand Bouquet,Workshops & Classes,Geylang West CC,~42.0,$
963,Hatha Yoga (Elementary) (HealthierSG),Fitness & Wellness,Geylang West CC,~72.5,$$
964,Patchwork & Quilting (Stage I),Workshops & Classes,Geylang West CC,~170.0,$$$
965,Pilates - Matwork for Beginners (HealthierSG),Fitness & Wellness,Geylang West CC,~115.0,$$$
966,Taijiquan (Yang Style) (HealthierSG),Fitness & Wellness,Geylang West CC,~42.5,$
967,Upper Boon Keng Eco Day,Social & Community Events,Geylang West CC,0.0,Free
968,Xiangqi (Elementary),Workshops & Classes,Geylang West CC,~160.0,$$$
969,Zumba® Fitness (HealthierSG),Fitness & Wellness,Geylang West CC,~47.5,$
970,True Fitness - Great World City,Fitness & Wellness,"Great World City Mall, Postal Code: 237994",95.0,$$
971,(HRTKRN) Robostart : Build Learn and Complete 2025!,Social & Community Events,Haig Road-Tanjong Katong RN,10.0,$
972,Music Under the Stars 2025: Sakura Soundscapes,Social & Community Events,Happy Gardens RN,4.0,$
973,Hazel NC Briskwalk @ Lower Seletar Reservoir Park,Social & Community Events,Hazel NC,2.0,$
974,Aerobics (HealthierSG) (Henderson),Workshops & Classes,Henderson CC,~70.0,$$
975,Aikido (HealthierSG) (Henderson),Fitness & Wellness,Henderson CC,~105.0,$$$
976,Community Championship Table Tennis Competition 2025 (TPGRC Cluster),Social & Community Events,Henderson CC,5.0,$
977,Creative Baking Workshop for Children,Food & Beverage,Henderson CC,~32.5,$
978,Hatha Yoga (Elementary) (HealthierSG),Fitness & Wellness,Henderson CC,~55.0,$$
979,Hatha Yoga (Intermediate) (HealthierSG),Fitness & Wellness,Henderson CC,~75.0,$$
980,HD-GAC Home Composting Workshop_15 Mar 2025,Workshops & Classes,Henderson CC,20.0,$
981,Healthy Lifestyle @ Fort Canning Park (HDCSN),Social & Community Events,Henderson CC,3.0,$
982,Malay Cooking (Intermediate),Food & Beverage,Henderson CC,~35.0,$
983,Recreational Instrumental Dialect Singing (Cantonese),Workshops & Classes,Henderson CC,~75.0,$$
984,Recreational Karaoke Dialect Singing (Cantonese),Workshops & Classes,Henderson CC,~52.5,$$
985,Salsation® (HealthierSG),Fitness & Wellness,Henderson CC,~145.0,$$$
986,Vinyasa Flow Yoga (HealthierSG),Fitness & Wellness,Henderson CC,~137.0,$$$
987,Zumba® Fitness (HealthierSG),Fitness & Wellness,Henderson CC,~125.0,$$$
988,[New Date Added on 12 Apr 2025] Chua Chu Kang GRC & Hong Kah North SMC Family Day 2025 (Bukit Gombak),Social & Community Events,Hillview CC,~33.0,$
989,Bukit Gombak CSN Badminton IG (Non-Residents) Jan 2025 - Apr 2025,Social & Community Events,Hillview CC,64.0,$$
990,Bukit Gombak CSN Badminton IG (Residents) Jan 2025 - Apr 2025,Social & Community Events,Hillview CC,64.0,$$
991,Bukit Gombak CSN Pickleball IG (Non-Residents) Jan 2025 - Apr 2025,Social & Community Events,Hillview CC,64.0,$$
992,Bukit Gombak CSN Pickleball IG (Residents) Jan 2025 - Apr 2025,Social & Community Events,Hillview CC,32.0,$
993,Cantonese Opera (Adult) (Hillview),Workshops & Classes,Hillview CC,~82.5,$$
994,Chinese Dance (Adult) (HealthierSG),Workshops & Classes,Hillview CC,~82.5,$$
995,Chinese Square Dancing (HealthierSG),Workshops & Classes,Hillview CC,~155.0,$$$
996,Hatha Yoga (Elementary) (HealthierSG),Fitness & Wellness,Hillview CC,~67.5,$$
997,Hatha Yoga (Intermediate) (HealthierSG),Fitness & Wellness,Hillview CC,~85.0,$$
998,Hillview YN Board Game Interest Goup (Mar2025),Social & Community Events,Hillview CC,2.0,$
999,Japanese healthy home-style cooking,Food & Beverage,Hillview CC,28.0,$
1000,Pilates MatWork (HealthierSG),Fitness & Wellness,Hillview CC,~125.0,$$$
1001,SkillsFuture@PA Basic Bartending & Mixology Skills Workshop,Food & Beverage,Hillview CC,380.0,$$$
1002,SkillsFuture@PA Unisex Hair Cutting Course Module 2,Fitness & Wellness,Hillview CC,220.0,$$$
1003,Zumba® Fitness (HealthierSG),Fitness & Wellness,Hillview CC,~95.0,$$
1004,Zumba® Toning (HealthierSG),Fitness & Wellness,Hillview CC,~125.0,$$$
1005,Guitar Pop (Elementary),Workshops & Classes,Hong Kah North CC,~95.0,$$
1006,Hatha Yoga (Elementary) (HealthierSG),Fitness & Wellness,Hong Kah North CC,~65.0,$$
1007,Healthier SG: Tengah Estate Morning Walk,Social & Community Events,Hong Kah North CC,0.0,Free
1008,Hong Kah North CSN Funbowl 2025,Social & Community Events,Hong Kah North CC,15.0,$
1009,Line Dance (Adult) - Elementary (HealthierSG),Workshops & Classes,Hong Kah North CC,~60.0,$$
1010,Line Dance (Adult) - Intermediate (HealthierSG),Workshops & Classes,Hong Kah North CC,~65.0,$$
1011,Pilates - Matwork for Beginners (HealthierSG),Fitness & Wellness,Hong Kah North CC,~95.0,$$
1012,Recreational Folk Dance (Elementary) (HealthierSG),Workshops & Classes,Hong Kah North CC,~35.0,$
1013,Recreational Karaoke Classical Singing (Mandarin),Workshops & Classes,Hong Kah North CC,~75.0,$$
1014,Vocal Training - Instrumental Classical Songs (Mandarin),Workshops & Classes,Hong Kah North CC,~155.0,$$$
1015,Yin Yoga (HealthierSG),Fitness & Wellness,Hong Kah North CC,~80.0,$$
1016,Healthier SG:HKN Z4 RN Zumba Fitness Programme 13/3/25,Social & Community Events,Hong Kah North Zone 4 RN,0.0,Free
1017,Hong Kah North Zone 4 RN Karaoke Singing 15/3/25,Social & Community Events,Hong Kah North Zone 4 RN,6.0,$
1018,Hong Kah North Zone 4 RN Karaoke Singing 16/3/25,Social & Community Events,Hong Kah North Zone 4 RN,6.0,$
1019,Hong Kah North Zone 4 RN Karaoke Singing 16/3/25 1pm - 5pm,Social & Community Events,Hong Kah North Zone 4 RN,6.0,$
1020,Hong Kah North Zone 4 RN Karaoke Singing 19/3/25,Social & Community Events,Hong Kah North Zone 4 RN,6.0,$
1021,Hong Kah North Zone 4 RN Karaoke Singing 22/3/25,Social & Community Events,Hong Kah North Zone 4 RN,6.0,$
1022,Hong Kah North Zone 4 RN Karaoke Singing 23/3/25,Social & Community Events,Hong Kah North Zone 4 RN,6.0,$
1023,Hong Kah North Zone 4 RN Karaoke Singing 23/3/25 1pm - 5pm,Social & Community Events,Hong Kah North Zone 4 RN,6.0,$
1024,Hong Kah North Zone 4 RN Karaoke Singing 26/3/25,Social & Community Events,Hong Kah North Zone 4 RN,6.0,$
1025,Hong Kah North Zone 4 RN Karaoke Singing 29/3/25,Social & Community Events,Hong Kah North Zone 4 RN,6.0,$
1026,Hong Kah North Zone 4 RN Karaoke Singing 30/3/25,Social & Community Events,Hong Kah North Zone 4 RN,6.0,$
1027,Hong Kah North Zone 4 RN Karaoke Singing 30/3/25 1pm - 5pm,Social & Community Events,Hong Kah North Zone 4 RN,6.0,$
1028,Ballet Repertoire (3),Workshops & Classes,Hougang CC,~245.0,$$$
1029,Chinese Calligraphy,Workshops & Classes,Hougang CC,~163.0,$$$
1030,Hougang CC WEC - Celebrate Women's Power 2025,Social & Community Events,Hougang CC,3.0,$
1031,Hougang Celebrates Indian New Year 2025,Social & Community Events,Hougang CC,5.0,$
1032,Hougang INC (Singapore Maritime Gallery Tour),Social & Community Events,Hougang CC,2.0,$
1033,Hougang Vermicomposting Workshop - Session 1,Workshops & Classes,Hougang CC,0.0,Free
1034,Hougang Vermicomposting Workshop - Session 2,Workshops & Classes,Hougang CC,0.0,Free
1035,Line Dance (Adult) - Elementary (HealthierSG),Workshops & Classes,Hougang CC,~65.0,$$
1036,Mixed Media Art,Workshops & Classes,Hougang CC,~100.0,$$
1037,SkillsFuture@PA Unisex Hair Cutting Course Module 1,Fitness & Wellness,Hougang CC,~215.0,$$$
1038,Hougang Parc Vera Movie Night Kaki 2025,Social & Community Events,Hougang Parc Vera RN,0.0,Free
1039,Gua Sha for Health,Fitness & Wellness,Hougang Zone 1 RN,~27.5,$
1040,Zone 1 School Holiday's Movie Outing,Social & Community Events,Hougang Zone 1 RN,8.0,$
1041,Chair Yoga (HealthierSG) (Hougang),Fitness & Wellness,Hougang Zone 2 RN,~75.0,$$
1042,Dondang Sayang Raya 2025,Social & Community Events,Hougang Zone 2 RN,5.0,$
1043,Hougang Zone 3 RN & AAC - Temple Tour (March 2025）,Social & Community Events,Hougang Zone 3 RN,2.0,$
1044,Taekwondo (Singapore Taekwondo Federation) (HealthierSG),Fitness & Wellness,Hougang Zone 3 RN,45.0,$
1045,Crochet Art,Workshops & Classes,Hougang Zone 4 RN,~105.0,$$$
1046,Hougang CV & Zone 4 RN- Chinese Calligraphy Workshops (Feb to Apr 2025),Workshops & Classes,Hougang Zone 4 RN,0.0,Free
1047,TCM for Women,Fitness & Wellness,Hougang Zone 4 RN,~205.0,$$$
1048,Yoga Postures (HealthierSG),Fitness & Wellness,Hougang Zone 4 RN,~90.0,$$
1049,Crochet Art,Workshops & Classes,Hougang Zone 5 RN,~105.0,$$$
1050,TCM for Women,Fitness & Wellness,Hougang Zone 5 RN,~205.0,$$$
1051,Yoga Postures (HealthierSG),Fitness & Wellness,Hougang Zone 5 RN,~90.0,$$
1052,HGRN - Brisk Walk @ Coney Island,Social & Community Events,Hwan Gardens RN,2.0,$
1053,Chair Yoga (HealthierSG) (Hwi Yoh),Fitness & Wellness,Hwi Yoh CC,~82.5,$$
1054,Jalan Kayu AAC - Songs for you 2025 - March,Social & Community Events,Hwi Yoh CC,0.0,Free
1055,Piano Grade 3,Workshops & Classes,Hwi Yoh CC,~302.5,$$$
1056,Piano Grade 4,Workshops & Classes,Hwi Yoh CC,~402.5,$$$
1057,SG60 Seletar Hills Residents’ Carnival,Social & Community Events,Hwi Yoh CC,2.0,$
1058,Taekwondo (Singapore Taekwondo Federation) (HealthierSG),Fitness & Wellness,Hwi Yoh CC,~53.0,$$
1059,Zumba® Fitness (HealthierSG),Fitness & Wellness,Hwi Yoh CC,~100.0,$$
1060,Art & Craft: Eco-casting with Marbling,Workshops & Classes,Impact@Hong Lim Green,~32.5,$
1061,imPAct@Hong Lim Green - Day Pass (2025 Mar),Social & Community Events,Impact@Hong Lim Green,~17.5,$
1062,Korean Kim-bap Making (Parent-Child),Food & Beverage,Impact@Hong Lim Green,~42.5,$
1063,Jade Dew RN - Design-A-Coaster Workshop,Workshops & Classes,Jade Dew RN,10.0,$
1064,Day Out to Sembawang Hot Spring Park,Social & Community Events,Jalan Besar Bendemeer RN,5.0,$
1065,Taekwondo (Singapore Taekwondo Federation) (HealthierSG),Fitness & Wellness,Jalan Besar Boon Keng RN,60.0,$$
1066,Hatha Yoga (Elementary) (HealthierSG),Fitness & Wellness,Jalan Besar Boon Keng Ville RN,65.0,$$
1067,Agar Agar Workshop (Jalan Besar),Food & Beverage,Jalan Besar CC,~35.0,$
1068,Baguazhang and Xing Yi Quan (HealthierSG),Fitness & Wellness,Jalan Besar CC,~95.0,$$
1069,CPR + AED Provider Course - 5 April 2025,Workshops & Classes,Jalan Besar CC,0.0,Free
1070,Explore With Us @ Wings Of Time,Social & Community Events,Jalan Besar CC,15.0,$
1071,Food Distribution @ Love Connect (16 March 2025),Social & Community Events,Jalan Besar CC,0.0,Free
1072,Food Distribution @ Love Connect (17 March 2025),Social & Community Events,Jalan Besar CC,0.0,Free
1073,Food Distribution @ Love Connect (18 March 2025),Social & Community Events,Jalan Besar CC,0.0,Free
1074,Food Distribution @ Love Connect (19 March 2025),Social & Community Events,Jalan Besar CC,0.0,Free
1075,Food Distribution @ Love Connect (20 March 2025),Social & Community Events,Jalan Besar CC,0.0,Free
1076,Food Distribution @ Love Connect (21 March 2025),Social & Community Events,Jalan Besar CC,0.0,Free
1077,Food Distribution @ Love Connect (22 March 2025),Social & Community Events,Jalan Besar CC,0.0,Free
